사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2022-03,6호선,2633,버티고개,3,0,597,293,1481 ,966,4124 ,2504 ,6266 ,4348 ,3672 ,2697 ,2533 ,2031 ,2418 ,1853 ,2528 ,2190 ,2594 ,2457 ,2340 ,2439 ,2915 ,2766 ,2934 ,3126 ,3679 ,4048 ,4932 ,5509 ,2399 ,4227 ,1481 ,2664 ,1186 ,2447 ,1053 ,2395 ,396,1858 ,9,102,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,6호선,2634,약수,2,0,1037 ,187,1753 ,1581 ,4362 ,5416 ,6759 ,15064 ,4581 ,7088 ,3774 ,4186 ,3842 ,3795 ,4298 ,3936 ,4668 ,4352 ,4713 ,4085 ,4976 ,4472 ,5821 ,4780 ,7449 ,5779 ,11345 ,7212 ,5419 ,4919 ,3929 ,2790 ,4117 ,2480 ,3133 ,2559 ,1420 ,2024 ,5,142,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,6호선,2635,청구,10,0,1322 ,531,2582 ,2356 ,6196 ,6470 ,8328 ,21392 ,5009 ,9657 ,3978 ,4562 ,3704 ,3367 ,3768 ,3479 ,3967 ,4049 ,4014 ,3611 ,4007 ,4282 ,5374 ,4605 ,6359 ,5757 ,11925 ,6722 ,7770 ,4706 ,4276 ,3068 ,3577 ,2711 ,2886 ,3066 ,1351 ,2401 ,0,293,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,6호선,2636,신당,131,2,6455 ,617,4380 ,6442 ,5980 ,14954 ,9535 ,36370 ,8685 ,19858 ,7295 ,12123 ,9164 ,9081 ,10360 ,7750 ,9704 ,8046 ,10822 ,7472 ,12819 ,7226 ,13476 ,7881 ,16501 ,9188 ,22524 ,12153 ,13126 ,14845 ,11338 ,7908 ,10538 ,6011 ,8379 ,6224 ,3727 ,8913 ,5,812,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,6호선,2637,동묘앞,152,2,3933 ,797,4233 ,3585 ,8195 ,7899 ,11972 ,22129 ,9052 ,17273 ,8724 ,12189 ,11145 ,12114 ,13576 ,12335 ,13499 ,13260 ,14820 ,13546 ,17190 ,12623 ,18759 ,12054 ,19412 ,11958 ,19998 ,14414 ,10703 ,10943 ,7055 ,7172 ,6023 ,6617 ,4988 ,6675 ,2167 ,7432 ,12,978,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,6호선,2638,창신,7,0,2315 ,221,4464 ,1776 ,12723 ,6040 ,14081 ,6224 ,7535 ,2834 ,4476 ,2367 ,3848 ,2332 ,4008 ,2813 ,3838 ,3064 ,3261 ,2747 ,4117 ,3551 ,5787 ,4174 ,4370 ,5480 ,4014 ,8537 ,2504 ,7024 ,2157 ,3942 ,1430 ,4057 ,1017 ,3677 ,384,2590 ,1,83,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,6호선,2639,보문,8,1,3187 ,612,6238 ,2977 ,18066 ,8434 ,26457 ,17197 ,13395 ,8670 ,8377 ,5935 ,8112 ,5856 ,9284 ,6269 ,9241 ,7151 ,8265 ,6321 ,8922 ,7677 ,11171 ,8762 ,12199 ,12237 ,15574 ,19159 ,7373 ,14971 ,5536 ,9599 ,5267 ,9324 ,3995 ,9679 ,2043 ,8127 ,2,296,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,6호선,2640,안암(고대병원앞),5,0,1037 ,1137 ,2443 ,6531 ,7542 ,14257 ,9688 ,41511 ,9119 ,31283 ,10415 ,28991 ,13907 ,18253 ,14747 ,16501 ,16504 ,24033 ,16556 ,14467 ,24639 ,14282 ,31024 ,13595 ,40536 ,16205 ,35336 ,20278 ,18704 ,14397 ,15801 ,9041 ,17657 ,9650 ,19384 ,9928 ,9454 ,8090 ,1,1117 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,6호선,2641,고려대(종암),27,0,3384 ,707,6796 ,3635 ,19430 ,10008 ,21942 ,24293 ,12095 ,10747 ,8246 ,9121 ,8257 ,8064 ,9508 ,7622 ,9820 ,9619 ,9292 ,7838 ,11534 ,9024 ,15523 ,10616 ,18350 ,13100 ,19145 ,21433 ,9148 ,16800 ,6669 ,10452 ,6777 ,9722 ,5674 ,9900 ,2329 ,7842 ,4,189,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,6호선,2642,월곡(동덕여대),10,2,5597 ,781,11047 ,3477 ,34862 ,6429 ,39081 ,25708 ,21200 ,15600 ,14388 ,11383 ,14278 ,11675 ,15318 ,12198 ,15325 ,13139 ,14308 ,13066 ,14887 ,15418 ,17010 ,19299 ,18178 ,22800 ,24427 ,36281 ,11748 ,28787 ,7979 ,16334 ,6914 ,14815 ,4584 ,13137 ,2057 ,9917 ,1,193,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,6호선,2643,상월곡(한국과학기술연구원),9,0,4374 ,602,7869 ,1569 ,22540 ,3026 ,25738 ,12203 ,12918 ,6082 ,8268 ,5270 ,7260 ,5208 ,7859 ,5307 ,7896 ,5861 ,6964 ,5926 ,6664 ,7703 ,7728 ,8914 ,7511 ,11691 ,9116 ,16978 ,5588 ,14760 ,2929 ,9167 ,2350 ,8286 ,1822 ,7795 ,915,5538 ,4,407,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,6호선,2644,돌곶이,5,0,5399 ,754,12193 ,2351 ,32705 ,5616 ,37045 ,15441 ,18439 ,10879 ,11789 ,8636 ,10535 ,7440 ,11679 ,8539 ,11905 ,9459 ,11562 ,9026 ,10575 ,11574 ,11116 ,13619 ,12252 ,18551 ,12460 ,28259 ,8901 ,24402 ,5253 ,13948 ,4773 ,11465 ,4114 ,11345 ,1593 ,7227 ,0,860,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,6호선,2645,석계,995,13,7505 ,1378 ,17812 ,4102 ,43767 ,7587 ,47233 ,13885 ,25212 ,10294 ,16890 ,9658 ,15208 ,11117 ,15896 ,12496 ,15910 ,13931 ,14161 ,14354 ,13651 ,17849 ,14817 ,22908 ,14424 ,29249 ,13744 ,46063 ,10040 ,38531 ,6985 ,20705 ,6094 ,18109 ,5753 ,16613 ,2789 ,12216 ,26,1622 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,6호선,2646,태릉입구,26,0,3691 ,746,6046 ,2396 ,17337 ,3657 ,19730 ,7500 ,9891 ,5682 ,6970 ,4723 ,6725 ,5703 ,7590 ,5561 ,7539 ,6445 ,6923 ,6879 ,6663 ,7583 ,7443 ,9684 ,7912 ,12216 ,8193 ,20769 ,4832 ,18059 ,3790 ,8781 ,3363 ,8826 ,2771 ,8014 ,1395 ,6879 ,12,1601 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,6호선,2647,화랑대(서울여대입구),3,0,4779 ,968,19046 ,2240 ,54066 ,6853 ,49106 ,11696 ,22426 ,7986 ,14475 ,6537 ,13063 ,7876 ,14258 ,8173 ,13380 ,9176 ,11794 ,9053 ,12602 ,11101 ,14796 ,12592 ,15070 ,19442 ,12887 ,32303 ,6269 ,30165 ,3922 ,16696 ,3467 ,14384 ,2522 ,12690 ,923,9060 ,2,1062 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,6호선,2648,봉화산(서울의료원),31,1,4249 ,883,13127 ,2378 ,42066 ,5283 ,33911 ,11756 ,15839 ,6270 ,11292 ,5347 ,9645 ,5416 ,9931 ,7156 ,9628 ,8338 ,8769 ,8034 ,8169 ,10184 ,8522 ,11891 ,10482 ,17013 ,9333 ,27733 ,4835 ,26112 ,3338 ,14702 ,2798 ,11588 ,2440 ,11469 ,763,7379 ,1,981,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,6호선,2649,신내,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2711,장암,1,0,1282 ,86,5169 ,1058 ,13474 ,980,8434 ,1302 ,3113 ,1588 ,1612 ,1703 ,1507 ,1413 ,1669 ,1604 ,1980 ,1332 ,2042 ,1123 ,2479 ,1107 ,3033 ,1154 ,3024 ,1368 ,2311 ,2218 ,1259 ,2309 ,653,1172 ,537,877,232,574,108,371,0,97,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2712,도봉산,28,0,4131 ,791,15693 ,4727 ,45576 ,6892 ,36449 ,13343 ,17012 ,14329 ,10364 ,14345 ,9132 ,11491 ,10700 ,12616 ,10021 ,12218 ,10203 ,10945 ,11688 ,11914 ,13870 ,13864 ,11743 ,19075 ,10275 ,31159 ,4611 ,34560 ,2826 ,20115 ,2321 ,16501 ,1791 ,14756 ,538,10648 ,52,1874 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2713,수락산,30,0,8468 ,559,18792 ,4417 ,44962 ,7745 ,42915 ,15003 ,25398 ,14197 ,16852 ,14262 ,15098 ,13003 ,16887 ,13894 ,17190 ,13132 ,16697 ,12893 ,16277 ,16204 ,16309 ,19740 ,16574 ,24984 ,17522 ,35681 ,9949 ,38207 ,6264 ,21780 ,5398 ,17387 ,3556 ,15906 ,1382 ,9979 ,14,1704 ,0,1,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2714,마들,7,0,8696 ,1049 ,21817 ,2690 ,56223 ,7875 ,53459 ,10163 ,26121 ,8730 ,18184 ,8232 ,16133 ,9351 ,17014 ,10533 ,15811 ,11632 ,14050 ,13020 ,13510 ,15783 ,12706 ,20079 ,11192 ,24806 ,10493 ,41836 ,6148 ,41749 ,4540 ,22971 ,3290 ,18876 ,2734 ,16572 ,989,11644 ,9,1442 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2715,노원,54,0,6023 ,1860 ,12512 ,6161 ,33460 ,16314 ,34554 ,40574 ,23826 ,37442 ,23077 ,28008 ,26012 ,24952 ,28666 ,26483 ,28247 ,31060 ,29710 ,32193 ,32552 ,33026 ,34767 ,33941 ,36865 ,40398 ,41212 ,52246 ,26952 ,41152 ,25109 ,19869 ,18797 ,15309 ,20011 ,12537 ,7283 ,10777 ,22,1447 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2716,중계,14,4,8132 ,1900 ,21299 ,4329 ,54949 ,14093 ,54717 ,25309 ,29078 ,12209 ,19273 ,9127 ,17222 ,9152 ,19214 ,11730 ,19197 ,12659 ,14221 ,12472 ,15172 ,15237 ,18830 ,18368 ,18102 ,25530 ,15190 ,39758 ,8349 ,40036 ,5954 ,21655 ,5634 ,19016 ,5335 ,17640 ,1374 ,11525 ,17,1073 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2717,하계,21,3,7081 ,1330 ,21957 ,5809 ,60925 ,14898 ,61663 ,23631 ,33971 ,18432 ,23362 ,13749 ,22395 ,14445 ,24093 ,17997 ,22417 ,20406 ,21453 ,19976 ,23674 ,21887 ,26403 ,25103 ,25980 ,31153 ,22401 ,49506 ,12495 ,47114 ,9957 ,26630 ,8271 ,22399 ,6567 ,21843 ,1955 ,14975 ,12,1356 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2718,공릉(서울과학기술대),23,0,5337 ,910,12817 ,4044 ,33724 ,12156 ,36936 ,23613 ,20244 ,15947 ,15324 ,12670 ,15199 ,11251 ,17584 ,13698 ,16685 ,16031 ,16511 ,15211 ,18918 ,16662 ,21086 ,19288 ,21293 ,24409 ,22919 ,36327 ,12021 ,31693 ,9632 ,17629 ,9169 ,15236 ,8681 ,14426 ,3327 ,11019 ,3,1032 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2719,태릉입구,94,0,6269 ,1002 ,7213 ,3913 ,19873 ,7964 ,23672 ,16364 ,15319 ,10943 ,10741 ,8415 ,10054 ,9163 ,11655 ,8753 ,11223 ,9640 ,10859 ,10090 ,12197 ,10366 ,13551 ,11991 ,16150 ,15427 ,16985 ,21533 ,9622 ,18617 ,6883 ,11853 ,6497 ,10134 ,4981 ,9709 ,2171 ,7114 ,13,3100 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2720,먹골,21,0,6439 ,579,12209 ,2440 ,32769 ,4840 ,40782 ,13082 ,22779 ,8106 ,14046 ,8288 ,12692 ,9080 ,14208 ,9890 ,13724 ,11059 ,11891 ,11044 ,11616 ,14060 ,12195 ,17254 ,12827 ,22896 ,13751 ,32629 ,8806 ,30034 ,5808 ,17360 ,4913 ,14701 ,3758 ,13658 ,1772 ,8764 ,4,869,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2721,중화,5,0,8074 ,866,13753 ,4038 ,33245 ,7664 ,42451 ,20881 ,22798 ,9672 ,14130 ,8012 ,12858 ,8604 ,13483 ,9792 ,13142 ,9947 ,11551 ,11089 ,11400 ,13919 ,12774 ,17257 ,14882 ,22197 ,16362 ,34331 ,10107 ,29167 ,6109 ,17247 ,5411 ,14560 ,3960 ,14358 ,1637 ,8959 ,3,1014 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2722,상봉(시외버스터미널),281,6,8961 ,1199 ,17525 ,6784 ,47053 ,11777 ,65860 ,25891 ,32707 ,16723 ,18907 ,12811 ,17381 ,13227 ,19191 ,14568 ,18819 ,17037 ,17535 ,16666 ,18336 ,18921 ,22205 ,23294 ,23778 ,31488 ,28239 ,52964 ,18488 ,46118 ,13808 ,25336 ,12467 ,20850 ,10114 ,19700 ,4548 ,13406 ,43,1901 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2723,면목,27,0,11529 ,728,21093 ,5457 ,52601 ,8407 ,65153 ,27563 ,35805 ,18074 ,20809 ,13100 ,19009 ,12763 ,20669 ,16485 ,20012 ,17553 ,17254 ,15989 ,19202 ,21262 ,22775 ,27840 ,21153 ,33673 ,18852 ,50058 ,15108 ,43668 ,8680 ,24478 ,7112 ,22469 ,5468 ,20059 ,2130 ,13480 ,19,1546 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2724,사가정,23,1,9889 ,1424 ,20820 ,6168 ,49209 ,10838 ,62754 ,24089 ,35352 ,16270 ,21338 ,13925 ,18793 ,13428 ,20952 ,15623 ,19813 ,17021 ,17960 ,17381 ,18183 ,22096 ,19701 ,27992 ,21757 ,35734 ,21818 ,57231 ,14989 ,45850 ,10034 ,25463 ,8902 ,22099 ,7214 ,18404 ,3295 ,12398 ,24,1370 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2725,용마산(용마폭포공원),4,0,4284 ,503,9332 ,1991 ,21401 ,3371 ,26643 ,9170 ,15153 ,5619 ,8506 ,5256 ,7169 ,4705 ,7330 ,5461 ,6943 ,6011 ,6034 ,6241 ,6169 ,8077 ,7027 ,9337 ,6772 ,12170 ,7016 ,19437 ,4456 ,16480 ,2533 ,10240 ,2004 ,9387 ,1434 ,9228 ,743,5691 ,12,465,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2726,중곡,2,0,5323 ,692,11607 ,4176 ,29254 ,14456 ,40963 ,27435 ,23869 ,11367 ,13446 ,8037 ,11978 ,7495 ,13463 ,9003 ,12746 ,9737 ,11424 ,10067 ,12211 ,12676 ,16661 ,14330 ,17402 ,19604 ,19796 ,29975 ,10519 ,25368 ,6669 ,14721 ,5700 ,12617 ,4288 ,12617 ,1239 ,8039 ,9,213,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2727,군자(능동),28,1,7842 ,961,13348 ,6114 ,30815 ,8117 ,51329 ,27149 ,32881 ,16443 ,17933 ,10578 ,15452 ,9847 ,17136 ,10765 ,17177 ,11904 ,15519 ,12054 ,15942 ,15415 ,18667 ,17542 ,23697 ,24384 ,30592 ,37569 ,17819 ,28853 ,13507 ,16727 ,12718 ,15104 ,11228 ,14092 ,5058 ,9984 ,33,582,0,0,1,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2728,어린이대공원(세종대),3,0,3082 ,711,6573 ,6697 ,17396 ,13295 ,28416 ,50016 ,20849 ,27933 ,12642 ,22313 ,13526 ,19276 ,15417 ,19969 ,17753 ,23425 ,18993 ,20283 ,22608 ,18675 ,27133 ,18844 ,36924 ,22403 ,40485 ,30005 ,21563 ,21841 ,16058 ,13155 ,15788 ,11706 ,15611 ,12406 ,6883 ,8819 ,16,599,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2729,건대입구,44,0,2761 ,944,3956 ,6557 ,10119 ,16873 ,16570 ,35221 ,13434 ,25050 ,11534 ,19884 ,12964 ,16284 ,14675 ,18068 ,16480 ,21541 ,17982 ,19414 ,22163 ,18821 ,24887 ,19476 ,33479 ,24849 ,30503 ,33217 ,21477 ,22265 ,23457 ,11530 ,19255 ,9481 ,17487 ,8317 ,9623 ,5575 ,1,2750 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2730,뚝섬유원지,17,0,4323 ,362,8021 ,3389 ,19138 ,5443 ,26442 ,11528 ,16738 ,7790 ,8998 ,6145 ,7890 ,7127 ,8321 ,8556 ,8993 ,10922 ,8925 ,12565 ,10481 ,14790 ,13096 ,16611 ,15592 ,20290 ,16943 ,27558 ,12432 ,19232 ,10788 ,12640 ,9816 ,11311 ,7982 ,10054 ,3603 ,5118 ,4,560,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2731,청담,25,0,2011 ,3272 ,5978 ,23017 ,9281 ,51654 ,11847 ,130089 ,10720 ,89038 ,9991 ,30316 ,12071 ,18942 ,14400 ,18669 ,16348 ,19941 ,18947 ,16737 ,27136 ,14905 ,33447 ,14943 ,57176 ,16468 ,96125 ,16946 ,47300 ,11206 ,27749 ,7228 ,25342 ,6597 ,19505 ,4802 ,5275 ,3394 ,6,1834 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2732,강남구청,7,1,1278 ,1625 ,3338 ,12140 ,6190 ,28845 ,8191 ,94770 ,7592 ,84728 ,8241 ,34102 ,9447 ,19367 ,11769 ,18033 ,13516 ,19466 ,16547 ,14981 ,21502 ,13918 ,25784 ,13926 ,38293 ,14619 ,76521 ,15624 ,44996 ,10391 ,28072 ,6463 ,27357 ,5222 ,22474 ,4002 ,8066 ,3343 ,9,295,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2733,학동,1,0,1452 ,2338 ,4133 ,26159 ,7889 ,49018 ,10194 ,163798 ,9287 ,119383 ,9656 ,44570 ,11856 ,22840 ,15034 ,18326 ,16707 ,21576 ,21500 ,18431 ,28223 ,15216 ,37864 ,14145 ,65328 ,15392 ,143457 ,16275 ,67372 ,10240 ,33245 ,6512 ,30609 ,5807 ,24133 ,4374 ,8264 ,3424 ,19,165,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2734,논현,19,0,1934 ,1218 ,4062 ,13970 ,8016 ,41580 ,13573 ,106540 ,11395 ,89332 ,10398 ,34781 ,12185 ,21893 ,14139 ,19529 ,15825 ,22350 ,19030 ,19963 ,23762 ,18475 ,28975 ,19730 ,50712 ,21646 ,94346 ,29021 ,49573 ,15851 ,31359 ,8463 ,31172 ,7253 ,30207 ,6326 ,14639 ,4763 ,22,307,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2735,반포,6,1,647,682,2353 ,6630 ,6843 ,10522 ,9401 ,17159 ,6591 ,14931 ,4726 ,7734 ,4961 ,7202 ,6322 ,7654 ,6939 ,8176 ,7107 ,7164 ,9072 ,6600 ,12608 ,7124 ,13959 ,7656 ,15493 ,9557 ,10276 ,6205 ,7887 ,4053 ,8619 ,3074 ,6716 ,3099 ,1858 ,1966 ,0,108,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2736,고속터미널,19,0,971,2216 ,2775 ,20849 ,9569 ,32132 ,14195 ,43620 ,17598 ,29971 ,16852 ,20479 ,19678 ,17676 ,18871 ,16892 ,20031 ,20815 ,21418 ,18349 ,27818 ,14708 ,32621 ,14330 ,45910 ,15020 ,42209 ,16840 ,25586 ,11509 ,25371 ,6897 ,23238 ,6813 ,16955 ,4144 ,4490 ,2397 ,6,251,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2737,내방,3,0,1818 ,1314 ,6378 ,9560 ,16262 ,21770 ,24066 ,73923 ,16466 ,39852 ,12021 ,17586 ,12373 ,13620 ,13827 ,13798 ,15194 ,15131 ,15588 ,13970 ,17002 ,13472 ,21565 ,15250 ,33751 ,18706 ,63128 ,26267 ,22983 ,17806 ,16327 ,10104 ,15887 ,9036 ,11272 ,8220 ,3525 ,5448 ,1,2261 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2738,이수,18,0,3799 ,930,7839 ,7558 ,23952 ,13739 ,36977 ,37941 ,23541 ,25002 ,16635 ,17051 ,16351 ,14949 ,18668 ,16003 ,19835 ,17936 ,19137 ,18376 ,20333 ,19818 ,22956 ,22554 ,27582 ,30403 ,37804 ,46695 ,21918 ,29908 ,19752 ,16854 ,20117 ,13036 ,18477 ,11466 ,8810 ,8818 ,17,619,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2739,남성,8,0,4949 ,745,11953 ,3303 ,33025 ,5702 ,48360 ,13071 ,26998 ,10013 ,15792 ,8867 ,13767 ,8567 ,14019 ,9706 ,13856 ,11289 ,12362 ,11210 ,11732 ,14598 ,12659 ,16478 ,12469 ,22702 ,12967 ,36418 ,7426 ,27770 ,6191 ,16075 ,6015 ,14717 ,4470 ,13164 ,1534 ,9323 ,21,358,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2740,숭실대입구(살피재),8,0,4794 ,633,10656 ,3335 ,33277 ,7723 ,43283 ,27559 ,25743 ,17986 ,16625 ,23701 ,16194 ,18470 ,17046 ,17094 ,19312 ,19027 ,20022 ,18227 ,19608 ,16984 ,25697 ,20601 ,25578 ,26393 ,21777 ,42184 ,12683 ,32193 ,10127 ,18505 ,11405 ,16752 ,10655 ,16565 ,3894 ,11137 ,13,1113 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2741,상도,7,0,4370 ,1314 ,9934 ,4466 ,29190 ,7254 ,38409 ,18876 ,22471 ,13166 ,14396 ,12017 ,12511 ,10373 ,14188 ,11313 ,14478 ,12040 ,13051 ,13467 ,13548 ,13518 ,16318 ,15784 ,17624 ,21655 ,18811 ,35742 ,10012 ,25653 ,8165 ,15902 ,7828 ,13825 ,7202 ,13725 ,3295 ,9606 ,6,767,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2742,장승배기,16,0,5497 ,1017 ,9709 ,3332 ,23608 ,7160 ,34287 ,17255 ,20618 ,9909 ,12776 ,8970 ,11121 ,8509 ,11448 ,8925 ,11845 ,9741 ,10639 ,10295 ,10245 ,12106 ,11579 ,14732 ,11821 ,17245 ,14228 ,28059 ,7259 ,20817 ,5646 ,12309 ,5279 ,11048 ,4414 ,10249 ,1614 ,6573 ,8,772,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2743,신대방삼거리,13,0,9728 ,636,17798 ,5013 ,48617 ,12807 ,72745 ,26084 ,39221 ,16740 ,21623 ,12697 ,19178 ,11823 ,20517 ,13672 ,18691 ,15501 ,17026 ,16590 ,17819 ,19321 ,18884 ,24555 ,20220 ,33422 ,26483 ,57402 ,13513 ,44583 ,10271 ,25855 ,8261 ,23353 ,7368 ,19984 ,2868 ,14116 ,10,1220 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2744,보라매,4,2,4607 ,889,7523 ,4638 ,20743 ,16634 ,30489 ,37509 ,17289 ,12079 ,10705 ,7949 ,10777 ,7358 ,11287 ,8862 ,10180 ,9659 ,11270 ,9044 ,14433 ,9396 ,13449 ,11209 ,15903 ,16490 ,29027 ,26965 ,10549 ,20205 ,7426 ,11787 ,6667 ,10025 ,5620 ,9635 ,1800 ,6536 ,2,539,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2745,신풍,118,1,10829 ,1084 ,14888 ,4751 ,36898 ,10861 ,46166 ,17930 ,24876 ,11083 ,14318 ,8312 ,12480 ,8698 ,14343 ,9764 ,13147 ,10668 ,11757 ,10960 ,11892 ,13350 ,13993 ,16816 ,15259 ,25056 ,15755 ,38603 ,9480 ,27494 ,6190 ,16940 ,4988 ,14749 ,3750 ,14826 ,1448 ,8422 ,12,1653 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2746,대림(구로구청),11,1,11389 ,708,8686 ,2886 ,14620 ,5751 ,20430 ,16542 ,14562 ,11268 ,9440 ,10861 ,9725 ,10906 ,10441 ,10079 ,10726 ,10815 ,10789 ,10274 ,12001 ,11813 ,12189 ,13826 ,13510 ,19047 ,15160 ,21494 ,9592 ,13324 ,7031 ,8565 ,5662 ,11187 ,4766 ,9020 ,2127 ,4965 ,6,237,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2747,남구로,92,0,16522 ,1592 ,14314 ,6725 ,28541 ,30115 ,31057 ,88779 ,19504 ,40892 ,12850 ,15593 ,11589 ,11846 ,12853 ,11269 ,13125 ,13108 ,12300 ,11690 ,13711 ,14283 ,17220 ,18992 ,36821 ,26841 ,66598 ,28691 ,28744 ,20142 ,15348 ,12934 ,10588 ,15090 ,7412 ,13093 ,2709 ,6610 ,4,635,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2748,가산디지털단지,540,3,6444 ,6334 ,8391 ,24356 ,19577 ,107956 ,23101 ,340133 ,16037 ,185485 ,15289 ,50237 ,18777 ,29527 ,24305 ,27893 ,27657 ,29287 ,32824 ,26222 ,40203 ,23928 ,59133 ,22653 ,163298 ,24611 ,276921 ,29094 ,113281 ,20737 ,59891 ,11307 ,48126 ,9959 ,27829 ,8678 ,8960 ,6166 ,22,804,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2749,철산,9,0,9156 ,2887 ,24354 ,8361 ,70726 ,15357 ,74992 ,30977 ,37638 ,21957 ,24525 ,18195 ,22615 ,16277 ,23977 ,18294 ,23138 ,20550 ,20869 ,21706 ,20965 ,26310 ,23357 ,31108 ,29110 ,46982 ,31122 ,76734 ,17315 ,59803 ,15606 ,30259 ,14415 ,26850 ,13232 ,22865 ,5547 ,14985 ,36,2044 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2750,광명사거리,137,1,18825 ,5305 ,29489 ,11062 ,74404 ,16881 ,82545 ,23917 ,41273 ,19757 ,26559 ,19426 ,24649 ,21091 ,27027 ,24154 ,26928 ,27413 ,24918 ,28002 ,25868 ,31252 ,30521 ,36193 ,33537 ,49847 ,30475 ,75576 ,20140 ,58251 ,13798 ,32508 ,10365 ,25913 ,7911 ,22875 ,3091 ,14594 ,20,1698 ,0,0,0,0,0,0,2022-04-03 09:20:04
